442.941		37.004		-39.11		
446.254		144.701		191.64		
150.1		415.377		452.111		
322.096		434.398		87.177		
436.505		342.878		281.03		
39.158		-40.794		365.664		
-51.351		354.584		160.631		
164.342		110.143		205.315		
-30.94		-7.956		11.815		
175.742		57.385		482.06		
450.86		-45.67		438.147		
75.068		68.07		432.025		
75.373		160.295		482.56		
326.661		243.525		374.063		
161.107		307.555		179.91		
438.666		217.374		185.669		
211.477		378.687		161.913		
163.086		349.814		-1.331		
349.307		45.039		244.525		
87.524		408.273		119.428		
102.87		-16.831		73.809		
-77.43		82.736		246.686		
34.747		272.901		210.523		
194.705		339.158		479.502		
394.507		120.836		251.116		
415.614		374.608		263.677		
231.273		383.743		319.246		
124.376		-86.478		203.575		
239.157		280.759		10.809		
8.679		72.627		323.735		
263.797		470.901		56.578		
413.118		63.655		373.418		
63.344		6.965		58.725		
408.653		230.782		373.263		
339.2		52.656		-62.451		
262.121		-32.785		473.069		
486.031		402.615		60.976		
495.528		452.378		90.103		
210.623		186.194		212.574		
396.123		156.539		199.1		
147.269		292.947		352.729		
-99.788		309.365		75.52		
386.711		499.396		-52.027		
12.743		84.078		-81.039		
198.42		-94.968		-70.467		
404.112		129.45		-61.339		
-82.294		178.425		170.605		
437.639		358.557		67.392		
304.069		-73.216		245.455		
152.223		398.914		17.215		
293.326		112.331		6.785		
114.693		379.401		497.346		
87.534		20.12		332.167		
212.09		63.229		246.031		
449.101		244.677		217.246		
495.096		45.649		335.765		
168.875		298.495		389.672		
483.069		281.969		-61.475		
439.333		106.412		101.715		
71.948		491.92		390.972		
252.487		79.398		349.667		
-18.133		250.125		262.639		
152.025		45.92		405.677		
309.575		203.135		56.256		
-99.17		110.709		-63.489		
169.355		129.766		437.158		
487.044		189.345		112.165		
456.455		487.489		227.593		
133.441		384.072		261.537		
316.115		385.039		158.057		
411.411		274.927		-1.156		
238.176		-21.291		188.216		
269.288		470.724		175.83		
168.15		-72.235		287.494		
-70.055		368.187		17.346		
363.461		-47.103		213.013		
253.581		421.388		456.826		
78.592		471.401		83.926		
-28.413		90.385		21.731		
39.769		210.229		209.466		
446.458		257.071		-2.111		
126.145		324.801		22.662		
333.481		455.708		441.008		
92.533		312.45		379.054		
461.492		75.722		229.685		
266.329		101.199		348.976		
-92.58		-54.842		141.045		
93.522		94.567		211.686		
-96.296		227.852		82.463		
352.46		-38.088		-96.299		
261.473		441.106		475.709		
409.265		-46.798		265.9		
358.724		351.3		295.377		
69.541		29.689		262.928		
492.562		356.911		447.859		
303.876		95.997		-7.857		
170.906		11.385		112.763		
395.056		161.165		335.21		
3.411		346.92		319.804		
193.986		402.945		365.538		
242.629		-39.285		326.752		
-75.154		376.718		351.3		
447.668		291.581		-59.949		
274.847		150.881		-1.915		
401.587		-97.068		353.772		
109.97		461.023		397.134		
391.121		113.22		0.584		
335.954		335.331		-3.747		
426.757		498.617		61.432		
197.629		15.845		227.399		
253.702		337.384		478.569		
298.827		445.637		274.398		
157.725		353.533		479.894		
428.832		462.075		109.588		
468.559		-53.566		-34.752		
43.852		273.754		381.407		
-15.617		-27.733		-42.81		
437.647		293.688		449.027		
25.703		421.342		334.846		
358.269		-33.759		-92.634		
408.444		235.234		490.01		
236.389		302.178		389.886		
459.705		244.374		442.652		
489.593		305.854		-35.047		
325.97		162.814		240.279		
186.207		106.19		5.667		
235.639		404.534		286.921		
-99.072		274.769		60.616		
490.014		-64.779		-3.671		
-58.011		391.325		388.151		
421.839		275.329		224.004		
-72.291		-38.237		95.399		
187.624		138.483		478.714		
161.517		104.731		94.194		
134.212		323.541		152.07		
336.543		90.703		300.601		
86.838		60.651		39.65		
-93.746		321.794		77.189		
4.658		238.295		-32.054		
3.862		370.484		252.199		
19.851		322.061		2.726		
167.038		120.269		-30.626		
90.737		-62.197		52.014		
368.116		-71.989		-31.804		
-50.63		104.201		468.903		
290.39		366.395		118.498		
282.008		-69.31		123.71		
369.254		437.991		495.773		
-71.825		415.323		85.926		
307.939		365.948		-68.315		
489.465		402.838		52.003		
249.201		85.258		406.262		
257.139		256.615		101.098		
-94.136		-22.143		14.593		
-8.787		99.142		-28.721		
191.951		29.95		247.631		
-14.566		31.327		152.878		
194.981		63.85		426.237		
269.985		211.558		-44.657		
194.843		428.212		52.251		
-92.683		73.77		35.043		
-16.596		329.685		122.031		
270.25		-86.806		226.724		
-27.589		82.172		225.301		
370.788		286.704		429.117		
393.438		65.839		284.817		
328.545		-19.866		120.169		
232.075		308.727		270.21		
-75.486		473.046		-71.539		
111.54		138.024		159.789		
344.265		-24.996		313.178		
356.739		111.162		395.048		
250.779		-35.634		238.836		
374.878		-92.343		309.333		
-13.547		200.125		167.522		
167.124		401.874		482.759		
-0.271		421.028		413.373		
-15.852		-12.643		490.914		
-80.815		269.401		401.101		
372.445		220.394		153.577		
493.982		60.262		331.741		
206.898		-8.272		316.194		
293.889		414.843		400.047		
199.726		355.576		199.891		
28.653		43.806		403.865		
294.718		320.081		465.575		
-92.597		47.86		165.793		
196.736		-35.815		395.199		
403.053		-82.889		39.828		
-40.839		230.344		-66.606		
51.788		-36.839		324.859		
331.212		205.244		-7.322		
173.739		385.414		181.618		
73.304		-14.715		235.93		
-96.193		274.26		381.319		
375.609		359.278		212.169		
-82.748		-10.758		-60.932		
78.317		67.164		439.33		
357.626		429.237		150.396		
466.253		46.159		-83.764		
